2050	105	113	1
2056	223	496	1
2075	172	311	1
2076	120	311	1
2080	172	311	2
2080	105	113	1
2081	120	172	1
2083	120	311	1
2084	105	113	1
2101	105	113	1
2102	113	513	1
2102	123	253	2
2104	105	113	1
2109	113	513	1
2109	172	311	2
2113	172	311	9
2116	123	253	2
2119	123	253	1
2120	119	275	1
2123	172	311	1
2124	105	113	1
2129	119	335	1
2133	113	513	1
2136	63	481	1
2144	105	513	1
2150	50	771	2
2159	15	95	1
2163	15	29	2
2163	15	95	3
2163	29	95	2
2171	15	95	4
2174	194	786	1
2176	105	113	1
2178	95	194	1
2179	15	95	2
2182	95	194	3
2183	150	154	4
2184	15	95	1
2185	105	113	3
2188	150	154	1
2191	494	765	2
2191	150	154	4
2197	494	765	1
2197	150	154	2
2204	48	209	3
2206	113	513	1
2209	80	222	1
2214	17	48	1
2216	179	209	2
2217	17	179	1
2217	17	48	1
2217	17	209	1
2218	66	209	1
2219	48	209	1
2219	123	253	1
2219	17	66	9
2221	80	222	1
2222	123	253	1
2223	66	196	1
2223	196	223	2
2224	66	209	1
2224	39	205	1
2224	17	102	1
2224	223	819	1
2225	48	66	4
2225	196	819	4
2226	80	765	2
2226	66	209	2
2226	66	102	6
2227	17	179	1
2228	21	66	1
2228	223	819	1
2228	48	209	4
2228	102	179	4
2229	17	102	3
2229	21	48	1
2229	205	496	1
2230	21	66	2
2231	134	209	1
2231	48	134	1
2231	80	765	1
2231	66	209	1
2232	48	66	1
2233	80	765	4
2234	105	113	1
2236	240	275	1
2238	80	222	6
2239	134	240	2
2241	240	285	3
2241	134	496	1
2242	123	253	2
2242	134	285	2
2243	134	240	1
2246	271	601	1
2246	205	496	2
2249	205	311	1
2249	271	601	1
2249	205	496	7
2249	80	311	1
2250	311	496	1
2251	63	481	1
2252	80	222	3
2253	63	271	1
2254	80	765	3
2254	205	311	1
2256	80	222	2
2257	205	496	11
2258	222	496	1
2258	205	311	1
2259	311	496	1
2260	205	311	1
2263	80	765	1
2263	80	222	1
2265	80	765	3
2266	222	496	1
2266	39	113	2
2268	80	222	1
2269	80	765	8
2271	205	496	1
2272	123	253	1
2273	80	494	4
2278	39	113	1
2280	494	765	1
2282	123	253	1
2295	80	222	1
2305	105	275	1
2316	311	496	3
2317	80	222	1
2318	123	253	2
2323	80	311	2
2326	311	496	6
2329	80	765	1
2336	311	496	1
2346	113	242	1
2347	113	194	1
2348	311	496	1
2350	113	242	3
2351	113	194	1
2351	311	496	1
2353	113	194	1
2365	311	496	3
2367	79	804	1
2369	267	311	3
2369	311	496	2
2373	80	222	2
2373	267	311	16
2373	205	267	1
2374	66	102	1
2374	123	164	1
2375	205	267	1
2375	21	66	1
2378	79	804	2
2379	66	179	1
2380	267	496	5
2382	80	222	1
2382	311	496	3
2383	205	267	3
2384	48	804	1
2384	511	804	2
2384	179	222	2
2386	48	179	2
2387	17	179	2
2388	311	496	1
2388	511	804	2
2390	48	179	3
2391	511	804	8
2392	267	496	3
2393	66	804	1
2393	17	48	1
2393	21	48	1
2393	17	21	1
2394	275	804	1
2396	311	496	1
2396	102	271	1
2396	102	601	1
2396	21	66	1
2397	271	601	4
2397	267	311	1
2399	21	66	2
2400	267	311	2
2400	311	496	2
2400	267	496	2
2402	205	496	1
2402	48	66	1
2402	79	311	1
2403	311	496	1
2404	222	267	1
2404	271	601	1
2406	222	267	2
2406	271	601	1
2406	48	80	1
2408	271	601	1
2408	804	826	2
2409	48	66	1
2409	778	804	1
2411	222	267	1
2411	271	601	2
2412	209	285	1
2412	79	102	1
2414	285	875	6
2414	222	267	4
2414	223	267	5
2414	222	223	2
2416	271	601	1
2418	271	601	1
2419	184	267	1
2419	275	875	1
2421	271	601	3
2422	285	875	3
2424	184	804	4
2429	285	875	1
2431	285	875	1
2434	222	267	4
2434	102	240	2
2438	285	875	1
2445	48	66	2
2446	285	875	1
2449	48	66	2
2449	222	267	2
2450	21	66	1
2453	21	209	1
2455	222	267	1
2455	119	875	1
2457	21	209	1
2457	222	267	2
2461	48	66	1
2461	21	66	1
2464	48	66	3
2465	21	66	1
2465	21	48	1
2476	222	267	2
2478	21	66	1
2478	79	95	1
2480	222	267	1
2480	29	95	1
2481	48	66	1
2481	21	66	4
2482	222	267	2
2482	95	181	1
2483	48	66	3
2486	134	240	1
2487	21	66	4
2487	21	48	1
2487	48	66	13
2490	79	95	1
2490	21	48	1
2494	39	267	1
2498	95	786	1
2499	21	48	1
2502	50	102	1
2503	39	205	5
2503	63	481	1
2506	119	275	1
2510	21	66	1
2511	223	311	2
2512	21	66	1
2520	17	21	1
2520	48	66	1
2520	21	66	1
2524	765	786	2
2527	50	771	1
2527	119	762	1
2530	17	771	1
2537	765	786	2
2538	123	253	1
2539	448	499	1
2546	50	875	1
2546	335	511	1
2550	120	494	5
2556	120	494	12
2567	123	253	1
2570	120	494	5
2570	123	253	2
2579	765	786	1
2582	120	494	12
2588	123	253	1
2590	765	786	3
2594	765	786	1
2598	123	253	3
2598	222	267	1
2598	120	494	18
2598	765	786	4
2604	765	786	1
2606	765	786	1
2611	765	786	3
2645	765	786	1
2645	120	494	1
2649	765	786	1
2649	222	267	1
2653	120	494	2
2654	134	285	1
2657	765	786	1
2658	222	267	1
2660	222	267	2
2666	765	786	3
2676	29	222	2
2677	223	311	1
2680	222	267	1
2690	120	494	1
2692	222	267	1
2694	123	253	2
2695	120	494	1
2700	765	786	1
2704	222	267	4
2706	268	845	1
2707	134	762	1
2707	17	762	1
2714	765	786	1
2720	765	786	3
2721	184	778	3
2722	17	762	2
2726	184	778	3
2726	765	786	2
2730	116	762	1
2731	184	778	4
2733	120	494	1
2735	120	494	3
2737	184	778	17
2743	120	494	1
2744	765	786	6
2745	120	494	1
2752	120	494	1
2755	119	275	2
2755	120	494	2
2756	184	778	1
2758	765	786	3
2759	123	253	2
2760	120	494	2
2762	765	786	5
2763	184	778	4
2768	184	778	14
2771	765	786	1
2774	765	786	1
2778	120	494	5
2783	196	223	1
2784	120	494	2
2787	120	494	4
2788	275	762	1
2788	80	762	1
2792	120	494	2
2796	120	494	1
2797	63	154	1
2797	119	275	2
2803	120	494	1
2803	116	481	1
2805	765	786	3
2809	765	786	1
2809	120	494	2
2813	120	494	2
2814	116	481	1
2815	765	786	3
2819	120	494	5
2819	765	786	1
2823	765	786	3
2827	765	786	1
2830	765	786	2
2834	765	786	2
2843	63	481	2
2848	63	481	1
2849	762	875	1
2850	123	253	4
2853	762	875	1
2858	63	105	2
2864	63	481	2
2865	184	778	1
2866	50	875	1
2868	184	778	2
2868	762	875	1
2869	184	185	2
2869	185	778	1
2869	184	268	4
2869	63	481	2
2872	184	778	1
2874	184	778	1
2876	17	102	1
2877	184	268	1
2879	184	804	1
2880	184	268	2
2884	17	102	2
2886	184	268	2
2888	184	804	2
2891	184	268	1
2893	184	268	1
2920	113	223	1
2922	184	268	1
2928	184	268	1
2931	15	95	1
2945	205	223	1
2955	95	496	1
2955	15	496	3
2967	205	223	1
2969	123	253	3
2970	285	481	1
2973	123	253	1
2973	205	223	1
2975	123	253	3
2981	184	268	1
2985	15	496	1
2985	123	253	1
2986	15	95	1
2991	222	267	8
2992	120	494	3
3001	222	267	1
3002	120	494	1
3002	184	268	1
3007	222	267	2
3009	240	938	1
3014	222	267	11
3029	285	481	2
3036	120	494	6
3038	194	311	3
3045	120	494	1
3048	150	285	2
3053	194	311	1
3057	194	311	5
3064	123	253	1
3067	123	253	1
3068	120	494	1
3122	95	194	9
3130	194	311	2
3133	222	267	5
3135	95	194	4
3140	184	845	1
3141	184	268	3
3142	184	845	2
3145	184	268	1
3145	184	845	4
3149	184	268	1
3152	184	845	1
3154	184	826	1
3156	184	268	2
3159	39	205	3
3169	123	253	2
3174	223	253	1
3175	120	765	2
3180	120	765	1
3181	95	123	9
3183	15	123	1
3183	123	253	1
3183	95	253	1
3183	15	95	1
3184	120	765	2
3200	123	253	2
3201	120	765	3
3203	123	253	5
3205	120	765	2
3210	39	804	1
3212	120	765	3
3218	120	765	1
3224	120	494	1
3235	172	196	1
3253	275	804	1
